point_id,lat,lon,crop,period_start,period_end,label,month,biweek,mean_C,std_C,precip_total_mm,precip_rainy_days,pet_mm,spei_1m,spei_3m,spei_6m,spei_12m,AWC_mm,Storage_mm,P_acum_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_3m,future_deficit_6m,future_deficit_1m_mm,future_deficit_3m_mm,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion,oni
p051,-32.134393,118.423901,wheat,2024-09-16,2024-09-30,2024-09_Q2,9,2,14.18,2.24,10.39,1,20.13,-0.4,-0.395,-0.923,-1.085,94.25,0.0,19.39,0.2312,76.88,94.3157,93.9646,91.8109,235.61,650.78,1036.83,47.2012,55.8738,NOT_SUITABLE,-0.12
p051,-32.134393,118.423901,wheat,2024-10-01,2024-10-15,2024-10_Q1,10,1,17.99,3.3,8.44,3,39.54,-0.53,-0.644,-0.698,-0.876,94.25,0.0,20.32,0.0973,90.27,91.7848,92.6177,89.1079,211.16,619.64,913.81,57.2902,55.841,NOT_SUITABLE,-0.19
p051,-32.134393,118.423901,wheat,2024-10-16,2024-10-31,2024-10_Q2,10,2,19.81,2.94,15.39,2,39.54,-0.89,-0.415,-0.706,-0.813,94.25,0.0,14.2,0.0568,94.32,87.069,93.2218,87.6235,185.84,604.86,825.37,73.5049,63.289,NOT_SUITABLE,-0.19
p051,-32.134393,118.423901,wheat,2024-11-01,2024-11-15,2024-11_Q1,11,1,19.77,3.48,15.31,7,45.54,0.037,0.319,-0.824,-0.588,94.25,0.0,18.9,0.0822,91.78,92.769,94.5391,86.6104,207.07,562.98,737.8,80.0469,67.843,NOT_SUITABLE,-0.29
p051,-32.134393,118.423901,wheat,2024-11-16,2024-11-30,2024-11_Q2,11,2,20.3,3.79,42.32,4,45.54,0.715,-0.413,-0.284,-0.421,94.25,0.0,27.6,0.1293,87.07,100.0,95.5834,85.8734,229.33,530.44,670.19,80.4438,73.5544,NOT_SUITABLE,-0.29
p051,-32.134393,118.423901,wheat,2024-12-01,2024-12-15,2024-12_Q1,12,1,23.78,4.13,13.34,2,69.93,-0.043,-0.461,-0.468,-0.507,94.25,0.0,16.14,0.0723,92.77,93.3492,89.5972,81.3375,201.41,436.5,551.37,87.5775,74.0651,NOT_SUITABLE,-0.43
p051,-32.134393,118.423901,wheat,2024-12-16,2024-12-31,2024-12_Q2,12,2,24.98,3.99,0.0,0,69.93,-0.91,-0.587,-0.46,-0.751,94.25,0.0,0.0,0.0,100.0,92.0513,88.3954,76.3137,189.69,386.05,455.7,91.639,79.3316,NOT_SUITABLE,-0.43
p051,-32.134393,118.423901,wheat,2025-01-01,2025-01-15,2025-01_Q1,1,1,25.88,3.13,12.06,2,88.01,-0.92,-0.537,-0.69,-0.885,94.25,0.0,14.35,0.0665,93.35,98.7031,82.5209,71.014,154.5,294.17,359.61,93.9646,82.8084,NOT_SUITABLE,-0.46
p051,-32.134393,118.423901,wheat,2025-01-16,2025-01-31,2025-01_Q2,1,2,29.72,4.04,2.23,1,88.01,-2.084,-1.068,-0.712,-1.181,94.25,0.0,16.38,0.0795,92.05,93.1995,75.2307,61.1446,111.42,220.5,266.01,92.6177,85.3654,NOT_SUITABLE,-0.46
p051,-32.134393,118.423901,wheat,2025-02-01,2025-02-15,2025-02_Q1,2,1,25.2,3.82,9.07,2,60.52,-1.868,-1.224,-0.576,-1.082,94.25,0.0,2.03,0.013,98.7,70.1431,68.1925,50.9208,80.58,174.81,211.25,93.2218,87.5347,NOT_SUITABLE,-0.22
p051,-32.134393,118.423901,wheat,2025-02-16,2025-02-28,2025-02_Q2,2,2,24.29,2.95,2.19,1,60.52,-0.526,-1.76,-1.067,-1.135,94.25,0.0,8.13,0.068,93.2,76.4451,61.9754,43.2373,84.93,139.75,173.96,94.5391,87.6991,NOT_SUITABLE,-0.22
p051,-32.134393,118.423901,wheat,2025-03-01,2025-03-15,2025-03_Q1,3,1,24.51,3.51,9.91,3,60.13,0.27,-1.249,-0.996,-1.613,94.25,0.0,34.3,0.2986,70.14,69.46,60.2377,50.0908,59.09,114.88,209.58,95.5834,91.3896,NOT_SUITABLE,-0.08
p051,-32.134393,118.423901,wheat,2025-03-16,2025-03-31,2025-03_Q2,3,2,24.0,3.81,4.66,2,60.13,-1.184,-1.958,-1.386,-1.496,94.25,0.0,26.17,0.2355,76.45,38.6727,43.4212,48.1532,24.15,69.65,211.05,89.5972,90.7735,HIGH,-0.08
p051,-32.134393,118.423901,wheat,2025-04-01,2025-04-15,2025-04_Q1,4,1,20.78,2.48,5.94,1,32.37,-0.094,-1.387,-1.052,-1.06,94.25,0.0,25.98,0.3054,69.46,62.3079,43.6504,61.4828,35.14,65.44,328.91,88.3954,91.8109,NOT_SUITABLE,0.02
p051,-32.134393,118.423901,wheat,2025-04-16,2025-04-30,2025-04_Q2,4,2,16.36,2.62,15.88,1,32.37,0.787,-0.616,-0.897,-0.959,94.25,0.0,38.3,0.6133,38.67,59.0423,32.0571,67.605,30.66,45.5,415.79,82.5209,89.1079,NOT_SUITABLE,0.02
p051,-32.134393,118.423901,wheat,2025-05-01,2025-05-15,2025-05_Q1,5,1,17.14,1.79,3.89,1,22.14,-0.812,-0.465,-1.065,-1.157,94.25,0.0,21.26,0.3769,62.31,41.9314,22.9868,72.2819,20.64,36.44,515.0,75.2307,87.6235,NOT_SUITABLE,-0.04
p051,-32.134393,118.423901,wheat,2025-05-16,2025-05-31,2025-05_Q2,5,2,13.91,2.33,3.86,2,22.14,-0.934,-0.528,-1.823,-1.061,94.25,0.0,21.27,0.4096,59.04,32.2402,19.3469,74.6711,14.84,34.22,588.93,68.1925,86.6104,NOT_SUITABLE,-0.04
p051,-32.134393,118.423901,wheat,2025-06-01,2025-06-15,2025-06_Q1,6,1,12.89,2.25,21.38,3,14.22,-1.104,-0.982,-1.604,-1.21,94.25,0.0,28.59,0.5807,41.93,21.7896,41.592,79.1387,9.65,94.7,716.3,61.9754,85.8734,NOT_SUITABLE,-0.02
p051,-32.134393,118.423901,wheat,2025-06-16,2025-06-30,2025-06_Q2,6,2,12.63,2.0,0.0,0,14.22,-1.193,-0.768,-1.773,-1.132,94.25,0.0,31.19,0.6776,32.24,0.0,50.8849,82.5223,0.0,141.4,821.04,60.2377,81.3375,NOT_SUITABLE,-0.02
p051,-32.134393,118.423901,wheat,2025-07-01,2025-07-15,2025-07_Q1,7,1,10.98,2.59,19.96,2,9.57,0.144,-0.919,-1.63,-1.163,94.25,15.07,49.69,0.7821,21.79,9.453,68.4253,85.667,6.14,263.47,921.62,43.4212,76.3137,NOT_SUITABLE,-0.11
p051,-32.134393,118.423901,wheat,2025-07-16,2025-07-31,2025-07_Q2,7,2,9.1,1.25,21.12,3,9.57,0.503,-1.324,-1.045,-1.038,94.25,3.22,47.2,1.0,0.0,22.3102,78.2703,88.0317,19.38,370.29,1003.51,43.6504,71.014,NOT_SUITABLE,-0.11
p051,-32.134393,118.423901,wheat,2025-08-01,2025-08-15,2025-08_Q1,8,1,11.46,2.79,13.57,2,12.52,0.293,-0.369,-0.436,-0.785,94.25,0.0,43.79,0.9055,9.45,66.636,86.386,90.0494,78.91,478.57,1047.58,32.0571,61.1446,NOT_SUITABLE,-0.26
p051,-32.134393,118.423901,wheat,2025-08-16,2025-08-31,2025-08_Q2,8,2,10.88,2.29,9.64,2,12.52,0.761,-0.128,-0.367,-1.118,94.25,0.0,64.25,0.7769,22.31,82.9788,90.6627,92.6045,122.02,554.72,1091.15,22.9868,50.9208,NOT_SUITABLE,-0.26
p051,-32.134393,118.423901,wheat,2025-09-01,2025-09-15,2025-09_Q1,9,1,11.69,2.41,13.5,2,17.69,0.106,0.317,-0.612,-0.959,94.25,0.0,39.51,0.3336,66.64,88.4885,91.7586,93.0524,178.41,621.6,1078.57,19.3469,43.2373,NOT_SUITABLE,-0.43
p051,-32.134393,118.423901,wheat,2025-09-16,2025-09-30,2025-09_Q2,9,2,14.42,2.34,2.68,1,17.69,0.407,0.372,0.058,-0.919,94.25,0.0,25.03,0.1702,82.98,95.6939,94.7828,93.3723,228.89,679.64,1061.13,41.592,50.0908,NOT_SUITABLE,-0.43
p051,-32.134393,118.423901,wheat,2025-10-01,2025-10-15,2025-10_Q1,10,1,16.35,3.09,2.58,1,32.38,0.215,0.347,-0.262,-0.728,94.25,0.0,23.21,0.1151,88.49,94.5713,95.2778,93.2236,221.24,658.15,970.29,50.8849,48.1532,NOT_SUITABLE,-0.57
p051,-32.134393,118.423901,wheat,2025-10-16,2025-10-31,2025-10_Q2,10,2,17.61,2.86,17.55,4,32.38,-0.277,0.239,-0.287,-0.624,94.25,0.0,10.3,0.0431,95.69,90.3369,94.9569,91.1706,203.8,633.22,877.28,68.4253,61.4828,NOT_SUITABLE,-0.57
p051,-32.134393,118.423901,wheat,2025-11-01,2025-11-15,2025-11_Q1,11,1,18.29,2.04,11.83,2,40.97,0.418,0.11,-0.123,-0.602,94.25,0.0,12.7,0.0543,94.57,91.7639,93.3799,90.6618,221.94,569.02,782.14,78.2703,67.605,NOT_SUITABLE,-0.61
p051,-32.134393,118.423901,wheat,2025-11-16,2025-11-30,2025-11_Q2,11,2,19.57,2.43,10.58,3,40.97,0.985,0.337,0.274,-0.651,94.25,0.0,21.8,0.0966,90.34,97.895,94.702,90.6941,246.94,536.43,710.96,86.386,72.2819,NOT_SUITABLE,-0.61
p051,-32.134393,118.423901,wheat,2025-12-01,2025-12-15,2025-12_Q1,12,1,25.22,3.25,21.88,5,69.29,0.743,0.454,0.381,-0.55,94.25,0.0,19.92,0.0824,91.76,100.0,94.872,86.9214,214.97,456.97,578.4,90.6627,74.6711,NOT_SUITABLE,-0.6
p051,-32.134393,118.423901,wheat,2025-12-16,2025-12-31,2025-12_Q2,12,2,23.3,3.84,0.0,0,69.29,-0.53,0.067,0.285,-0.643,94.25,0.0,5.31,0.0211,97.89,96.5501,90.9609,80.8938,182.47,381.49,464.02,91.7586,79.1387,NOT_SUITABLE,-0.6
p051,-32.134393,118.423901,wheat,2026-01-01,2026-01-15,2026-01_Q1,1,1,25.31,3.3,0.0,0,71.77,-0.668,0.09,0.228,-0.607,94.25,0.0,0.0,0.0,100.0,86.612,89.1699,72.6145,132.1,312.13,363.43,94.7828,82.5223,NOT_SUITABLE,-0.39
p051,-32.134393,118.423901,wheat,2026-01-16,2026-01-31,2026-01_Q2,1,2,24.53,3.05,0.0,0,71.77,-0.255,0.003,0.289,-0.299,94.25,0.0,6.52,0.0345,96.55,85.4785,82.623,63.7748,107.01,244.06,283.93,95.2778,85.667,NOT_SUITABLE,-0.39
p051,-32.134393,118.423901,wheat,2026-02-01,2026-02-15,2026-02_Q1,2,1,23.45,4.03,3.21,1,56.59,0.496,0.352,0.198,-0.057,94.25,0.0,20.42,0.1339,86.61,96.2514,84.1241,65.789,109.89,213.12,283.42,94.9569,88.0317,NOT_SUITABLE,-0.21
p051,-32.134393,118.423901,wheat,2026-02-16,2026-02-28,2026-02_Q2,2,2,24.29,3.43,23.57,5,56.59,0.723,0.226,0.232,0.088,94.25,0.0,18.18,0.1452,85.48,87.4444,80.2551,54.7338,92.0,174.53,232.7,93.3799,90.0494,NOT_SUITABLE,-0.21
p052,-32.040561,118.398176,wheat,2016-12-16,2016-12-31,2016-12_Q2,12,2,22.62,3.84,4.57,1,58.65,1.842,0.014,0.228,1.512,94.86,0.0,8.76,0.0383,96.17,80.5249,75.1386,72.1977,161.88,312.84,433.41,95.1878,83.0974,NOT_SUITABLE,-0.37
p052,-32.040561,118.398176,wheat,2017-01-01,2017-01-15,2017-01_Q1,1,1,26.07,3.74,0.0,0,72.93,0.719,-0.35,0.06,1.437,94.86,0.0,4.57,0.0215,97.85,66.3707,69.9168,63.0282,99.57,240.57,325.28,96.9298,85.9697,NOT_SUITABLE,-0.08
p052,-32.040561,118.398176,wheat,2017-01-16,2017-01-31,2017-01_Q2,1,2,24.01,4.25,39.15,4,72.93,1.14,1.206,0.831,1.445,94.86,0.0,39.15,0.1948,80.52,67.6366,72.4578,62.2492,75.55,209.49,281.1,98.0291,88.9507,NOT_SUITABLE,-0.08
p052,-32.040561,118.398176,wheat,2017-02-01,2017-02-15,2017-02_Q1,2,1,20.96,3.33,11.3,2,48.63,1.675,1.661,0.814,1.57,94.86,0.0,50.45,0.3363,66.37,57.5323,69.3015,59.1387,61.11,178.77,257.5,92.6237,88.5509,NOT_SUITABLE,0.08
p052,-32.040561,118.398176,wheat,2017-02-16,2017-02-28,2017-02_Q2,2,2,22.79,3.58,24.85,3,48.63,1.797,1.812,1.503,1.677,94.86,0.0,36.15,0.3236,67.64,72.776,71.4187,56.4939,75.41,166.44,241.38,89.9733,91.0772,NOT_SUITABLE,0.08
p052,-32.040561,118.398176,wheat,2017-03-01,2017-03-15,2017-03_Q1,3,1,24.56,4.0,20.26,2,47.99,1.445,1.699,1.728,1.802,94.86,0.0,45.11,0.4247,57.53,90.9494,70.8017,52.3056,79.89,146.63,236.6,84.4792,90.1449,NOT_SUITABLE,0.27
p052,-32.040561,118.398176,wheat,2017-03-16,2017-03-31,2017-03_Q2,3,2,18.22,2.12,7.95,1,47.99,0.52,1.49,1.701,1.619,94.86,0.0,28.21,0.2722,72.78,79.3085,65.5419,56.5181,58.53,120.57,270.09,78.6517,88.8057,NOT_SUITABLE,0.27
p052,-32.040561,118.398176,wheat,2017-04-01,2017-04-15,2017-04_Q1,4,1,19.25,2.27,0.0,0,31.83,-0.372,1.474,1.469,1.42,94.86,0.0,7.95,0.0905,90.95,59.1072,49.2491,59.7009,37.77,84.72,334.72,75.1386,89.3673,NOT_SUITABLE,0.32
p052,-32.040561,118.398176,wheat,2017-04-16,2017-04-30,2017-04_Q2,4,2,17.49,1.78,15.27,1,31.83,-0.781,1.214,1.551,1.31,94.86,0.0,15.27,0.2069,79.31,58.4251,44.0798,66.5207,32.5,71.61,418.58,69.9168,89.2442,NOT_SUITABLE,0.32
p052,-32.040561,118.398176,wheat,2017-05-01,2017-05-15,2017-05_Q1,5,1,16.26,2.53,10.86,2,19.95,-0.158,0.672,1.569,1.346,94.86,0.0,26.13,0.4089,59.11,52.3326,44.3661,71.9822,28.97,78.73,539.42,72.4578,86.9197,NOT_SUITABLE,0.35
p052,-32.040561,118.398176,wheat,2017-05-16,2017-05-31,2017-05_Q2,5,2,13.29,1.71,12.27,2,19.95,-0.262,-0.274,1.596,1.209,94.86,0.0,23.13,0.4157,58.43,54.1718,38.5846,75.2908,29.54,74.94,632.57,69.3015,83.9102,NOT_SUITABLE,0.35
p052,-32.040561,118.398176,wheat,2017-06-01,2017-06-15,2017-06_Q1,6,1,14.35,0.99,14.12,1,14.54,-1.116,-0.997,1.286,0.725,94.86,0.0,26.39,0.4767,52.33,34.072,36.6859,79.3013,17.97,89.97,741.27,71.4187,80.55,NOT_SUITABLE,0.32
p052,-32.040561,118.398176,wheat,2017-06-16,2017-06-30,2017-06_Q2,6,2,11.54,1.77,10.87,2,14.54,-1.647,-1.508,0.662,0.774,94.86,0.0,24.99,0.4583,54.17,18.2885,50.87,81.8865,9.56,149.51,825.53,70.8017,76.2472,NOT_SUITABLE,0.32
p052,-32.040561,118.398176,wheat,2017-07-01,2017-07-15,2017-07_Q1,7,1,9.83,2.63,26.75,3,10.39,-0.428,-1.435,0.764,0.533,94.86,2.84,37.62,0.6593,34.07,45.8369,64.3269,83.4758,31.79,250.0,900.38,65.5419,72.1977,NOT_SUITABLE,0.14
p052,-32.040561,118.398176,wheat,2017-07-16,2017-07-31,2017-07_Q2,7,2,11.31,1.88,15.97,2,10.39,0.002,-2.228,0.241,0.729,94.86,0.0,42.72,0.8171,18.29,41.0003,74.3299,85.9433,35.84,346.98,974.7,49.2491,63.0282,NOT_SUITABLE,0.14
p052,-32.040561,118.398176,wheat,2017-08-01,2017-08-15,2017-08_Q1,8,1,10.33,2.16,18.75,1,12.35,-0.288,-1.399,-0.125,0.471,94.86,0.0,34.72,0.5416,45.84,32.652,80.5513,87.8396,40.21,460.69,1016.11,44.0798,62.2492,NOT_SUITABLE,-0.07
p052,-32.040561,118.398176,wheat,2017-08-16,2017-08-31,2017-08_Q2,8,2,12.04,2.23,32.82,1,12.35,0.372,-1.079,-0.921,0.838,94.86,0.0,51.57,0.59,41.0,67.5086,86.3272,89.5868,104.12,557.63,1048.9,44.3661,59.1387,NOT_SUITABLE,-0.07
p052,-32.040561,118.398176,wheat,2017-09-01,2017-09-15,2017-09_Q1,9,1,13.33,3.32,50.11,1,18.55,1.52,0.699,-0.165,1.297,94.86,0.0,82.93,0.6735,32.65,90.7473,94.4584,92.8122,178.01,651.3,1067.34,38.5846,56.4939,NOT_SUITABLE,-0.23
p052,-32.040561,118.398176,wheat,2017-09-16,2017-09-30,2017-09_Q2,9,2,13.48,3.3,0.0,0,18.55,1.543,0.603,-0.592,1.082,94.86,0.0,50.11,0.3249,67.51,91.9396,94.6502,92.6729,207.03,676.02,1045.47,36.6859,52.3056,NOT_SUITABLE,-0.23
p052,-32.040561,118.398176,wheat,2017-10-01,2017-10-15,2017-10_Q1,10,1,15.26,4.43,18.15,1,30.71,0.043,1.101,0.118,1.066,94.86,0.0,18.15,0.0925,90.75,95.9821,94.262,93.8253,242.47,650.37,980.23,50.87,56.5181,NOT_SUITABLE,-0.44
p052,-32.040561,118.398176,wheat,2017-10-16,2017-10-31,2017-10_Q2,10,2,17.68,2.78,0.0,0,30.71,0.403,0.828,-0.031,0.995,94.86,0.0,18.15,0.0806,91.94,92.4743,94.0673,92.1826,246.49,627.72,899.37,64.3269,59.7009,NOT_SUITABLE,-0.44
p052,-32.040561,118.398176,wheat,2017-11-01,2017-11-15,2017-11_Q1,11,1,21.71,2.97,10.15,1,52.08,-0.298,0.833,-0.04,1.012,94.86,0.0,10.15,0.0402,95.98,95.8833,94.9664,92.276,230.82,555.43,789.91,74.3299,66.5207,NOT_SUITABLE,-0.61
p052,-32.040561,118.398176,wheat,2017-11-16,2017-11-30,2017-11_Q2,11,2,21.1,3.26,9.91,2,52.08,-0.657,0.622,-0.026,1.118,94.86,0.0,20.06,0.0753,92.47,100.0,93.5983,89.6674,222.5,491.26,686.09,80.5513,71.9822,NOT_SUITABLE,-0.61
p052,-32.040561,118.398176,wheat,2017-12-01,2017-12-15,2017-12_Q1,12,1,23.45,3.49,0.0,0,63.63,-0.484,-0.583,0.255,1.064,94.86,0.0,9.91,0.0412,95.88,90.0669,90.3473,85.8885,177.09,416.04,570.91,86.3272,75.2908,NOT_SUITABLE,-0.76
p052,-32.040561,118.398176,wheat,2017-12-16,2017-12-31,2017-12_Q2,12,2,22.75,3.45,0.0,0,63.63,-0.018,-0.163,0.302,0.674,94.86,0.0,0.0,0.0,100.0,89.0441,89.2608,80.0879,158.73,369.45,468.67,94.4584,79.3013,NOT_SUITABLE,-0.76
p052,-32.040561,118.398176,wheat,2018-01-01,2018-01-15,2018-01_Q1,1,1,24.46,3.22,19.53,1,68.34,1.553,0.211,0.896,0.985,94.86,0.0,19.53,0.0993,90.07,100.0,92.9758,76.2118,147.52,329.86,393.82,94.6502,81.8865,NOT_SUITABLE,-0.71
p052,-32.040561,118.398176,wheat,2018-01-16,2018-01-31,2018-01_Q2,1,2,23.85,3.18,0.0,0,68.34,0.769,0.228,0.802,0.729,94.86,0.0,19.53,0.1096,89.04,88.6625,88.1037,66.8021,110.03,271.65,309.94,94.262,83.4758,NOT_SUITABLE,-0.71
p052,-32.040561,118.398176,wheat,2018-02-01,2018-02-15,2018-02_Q1,2,1,24.34,2.42,0.0,0,56.2,-0.225,0.383,0.809,0.508,94.86,0.0,0.0,0.0,100.0,78.5826,86.4733,58.8527,91.43,234.49,255.89,94.0673,85.9433,NOT_SUITABLE,-0.67
p052,-32.040561,118.398176,wheat,2018-02-16,2018-02-28,2018-02_Q2,2,2,23.09,3.79,14.07,1,56.2,0.57,0.844,0.902,0.439,94.86,0.0,14.07,0.1134,88.66,90.2728,81.081,51.2272,100.69,194.83,212.17,94.9664,87.8396,NOT_SUITABLE,-0.67
p052,-32.040561,118.398176,wheat,2018-03-01,2018-03-15,2018-03_Q1,3,1,24.15,2.72,10.85,2,54.35,0.176,0.694,0.314,0.351,94.86,0.0,24.92,0.2142,78.58,100.0,75.8343,53.0297,90.9,154.86,229.45,93.5983,89.5868,NOT_SUITABLE,-0.55
p052,-32.040561,118.398176,wheat,2018-03-16,2018-03-31,2018-03_Q2,3,2,21.71,3.33,0.0,0,54.35,-1.507,0.023,0.083,-0.083,94.86,0.0,10.85,0.0973,90.27,83.821,57.9219,51.9272,60.93,99.21,235.58,90.3473,92.8122,NOT_SUITABLE,-0.55
p052,-32.040561,118.398176,wheat,2018-04-01,2018-04-15,2018-04_Q1,4,1,18.96,2.85,0.0,0,33.21,-1.427,-1.26,-0.495,-0.152,94.86,0.0,0.0,0.0,100.0,81.6005,39.4926,60.0694,52.15,63.97,328.08,89.2608,92.6729,NOT_SUITABLE,-0.35
p052,-32.040561,118.398176,wheat,2018-04-16,2018-04-30,2018-04_Q2,4,2,18.75,2.27,11.76,3,33.21,-1.209,-1.689,-0.542,-0.269,94.86,0.0,11.76,0.1618,83.82,59.2387,24.5997,62.7127,33.21,38.28,389.19,92.9758,93.8253,NOT_SUITABLE,-0.35
p052,-32.040561,118.398176,wheat,2018-05-01,2018-05-15,2018-05_Q1,5,1,16.0,2.55,0.0,0,21.45,-1.463,-1.663,-0.709,-0.512,94.86,0.0,11.76,0.184,81.6,23.9099,13.0818,66.9983,11.81,21.41,482.4,88.1037,92.1826,NOT_SUITABLE,-0.07
p052,-32.040561,118.398176,wheat,2018-05-16,2018-05-31,2018-05_Q2,5,2,14.64,2.06,22.85,1,21.45,-0.672,-1.824,-0.388,-0.292,94.86,0.0,22.85,0.4076,59.24,11.9335,9.9713,71.7086,5.08,17.34,572.63,86.4733,92.276,NOT_SUITABLE,-0.07
p052,-32.040561,118.398176,wheat,2018-06-01,2018-06-15,2018-06_Q1,6,1,12.36,2.33,14.74,2,12.35,-0.747,-1.574,-0.954,-0.22,94.86,0.0,37.59,0.7609,23.91,0.0,32.6456,75.8761,0.0,74.58,693.91,81.081,89.6674,NOT_SUITABLE,0.13
p052,-32.040561,118.398176,wheat,2018-06-16,2018-06-30,2018-06_Q2,6,2,11.46,1.97,25.22,3,12.35,-0.342,-1.266,-0.902,-0.166,94.86,2.5,39.96,0.8807,11.93,0.0,48.2909,80.0571,0.0,136.36,803.94,75.8343,85.8885,NOT_SUITABLE,0.13
p052,-32.040561,118.398176,wheat,2018-07-01,2018-07-15,2018-07_Q1,7,1,11.44,2.04,42.31,4,12.01,0.82,-0.158,-0.956,0.083,94.86,18.88,67.53,1.0,0.0,14.6305,68.7441,83.8683,9.59,264.12,906.36,57.9219,80.0879,NOT_SUITABLE,0.2
p052,-32.040561,118.398176,wheat,2018-07-16,2018-07-31,2018-07_Q2,7,2,11.56,1.4,13.23,3,12.01,0.696,-0.131,-1.529,-0.02,94.86,1.0,55.54,1.0,0.0,16.5012,75.4699,87.4284,12.26,350.9,996.11,39.4926,76.2118,NOT_SUITABLE,0.2
p052,-32.040561,118.398176,wheat,2018-08-01,2018-08-15,2018-08_Q1,8,1,9.76,2.36,23.88,3,10.57,-0.087,0.401,-1.176,0.065,94.86,0.0,37.11,0.8537,14.63,56.8934,82.8554,89.9265,64.99,461.0,1056.52,24.5997,66.8021,NOT_SUITABLE,0.3
p052,-32.040561,118.398176,wheat,2018-08-16,2018-08-31,2018-08_Q2,8,2,10.95,2.16,37.16,4,10.57,1.041,0.677,-0.838,0.045,94.86,0.0,61.04,0.835,16.5,82.164,88.8933,92.5215,124.1,555.29,1111.1,13.0818,58.8527,NOT_SUITABLE,0.3
p052,-32.040561,118.398176,wheat,2018-09-01,2018-09-15,2018-09_Q1,9,1,10.98,1.69,12.08,2,17.64,0.682,0.742,-0.714,-0.38,94.86,0.0,49.24,0.4311,56.89,92.7297,90.272,92.7242,189.53,619.32,1094.98,9.9713,51.2272,NOT_SUITABLE,0.52
p052,-32.040561,118.398176,wheat,2018-09-16,2018-09-30,2018-09_Q2,9,2,15.17,2.74,14.86,2,17.64,0.399,0.651,-0.249,-0.23,94.86,0.0,26.94,0.1784,82.16,89.5371,92.4843,91.6064,214.54,667.57,1060.39,32.6456,53.0297,NOT_SUITABLE,0.52
p052,-32.040561,118.398176,wheat,2018-10-01,2018-10-15,2018-10_Q1,10,1,15.97,1.58,0.0,0,31.81,-0.172,0.263,-0.042,-0.314,94.86,0.0,14.86,0.0727,92.73,86.84,92.211,89.0838,206.48,642.25,944.92,48.2909,51.9272,NOT_SUITABLE,0.82
p052,-32.040561,118.398176,wheat,2018-10-16,2018-10-31,2018-10_Q2,10,2,17.73,2.94,25.07,1,31.81,0.692,0.746,0.429,0.071,94.86,0.0,25.07,0.1046,89.54,92.5775,95.6731,89.0367,216.65,645.21,874.35,68.7441,60.0694,NOT_SUITABLE,0.82
p052,-32.040561,118.398176,wheat,2018-11-01,2018-11-15,2018-11_Q1,11,1,19.39,3.69,6.22,1,42.77,1.379,0.711,0.749,0.151,94.86,0.0,31.29,0.1316,86.84,91.5583,96.2877,87.8675,223.32,595.52,769.35,75.4699,62.7127,NOT_SUITABLE,1.04
p052,-32.040561,118.398176,wheat,2018-11-16,2018-11-30,2018-11_Q2,11,2,19.18,3.68,11.15,1,42.77,0.338,0.597,0.801,0.273,94.86,0.0,17.37,0.0742,92.58,95.2417,96.4546,86.522,236.39,555.81,683.29,82.8554,66.9983,NOT_SUITABLE,1.04
p052,-32.040561,118.398176,wheat,2018-12-01,2018-12-15,2018-12_Q1,12,1,23.47,2.93,9.44,1,67.4,0.685,1.068,0.887,0.392,94.86,0.0,20.59,0.0844,91.56,98.8968,96.1239,82.6279,212.46,475.65,556.93,88.8933,71.7086,NOT_SUITABLE,1.05
p052,-32.040561,118.398176,wheat,2018-12-16,2018-12-31,2018-12_Q2,12,2,24.14,3.62,2.37,1,67.4,0.343,0.83,0.798,0.176,94.86,0.0,11.81,0.0476,95.24,100.0,90.1521,76.3658,192.18,392.82,446.9,90.272,75.8761,NOT_SUITABLE,1.05
p052,-32.040561,118.398176,wheat,2019-01-01,2019-01-15,2019-01_Q1,1,1,25.33,2.94,0.0,0,73.06,-0.209,1.097,0.696,-0.108,94.86,0.0,2.37,0.011,98.9,100.0,83.1033,67.6712,159.75,302.67,344.48,92.4843,80.0571,NOT_SUITABLE,0.99
p052,-32.040561,118.398176,wheat,2019-01-16,2019-01-31,2019-01_Q2,1,2,24.72,4.04,0.0,0,73.06,-0.722,-0.175,0.603,-0.069,94.86,0.0,0.0,0.0,100.0,93.6556,74.4875,56.4443,127.25,229.13,254.73,92.211,83.8683,NOT_SUITABLE,0.99
p052,-32.040561,118.398176,wheat,2019-02-01,2019-02-15,2019-02_Q1,2,1,24.29,3.07,0.0,0,62.72,-1.016,-0.35,0.243,-0.184,94.86,0.0,0.0,0.0,100.0,86.0215,67.6117,47.6069,103.45,173.83,204.85,95.6731,87.4284,NOT_SUITABLE,0.94
p052,-32.040561,118.398176,wheat,2019-02-16,2019-02-28,2019-02_Q2,2,2,25.84,2.54,8.62,2,62.72,-0.981,-0.415,0.055,-0.254,94.86,0.0,8.62,0.0634,93.66,68.1558,59.7118,42.2089,73.39,127.48,177.03,96.2877,89.9265,NOT_SUITABLE,0.94
p052,-32.040561,118.398176,wheat,2019-03-01,2019-03-15,2019-03_Q1,3,1,23.5,1.96,8.19,2,53.98,-0.555,-0.929,0.099,-0.302,94.86,0.0,16.81,0.1398,86.02,46.8808,45.3589,48.8021,39.48,81.28,228.85,96.4546,92.5215,HIGH,0.87
