periodo_inicio,periodo_fin,label,lat,lon,sm_index,n_imagenes
2017-05-16,2017-05-31,2017-05_Q2,-19.689669877950884,147.22717515914223,54.85,3
2017-06-01,2017-06-15,2017-06_Q1,-19.689669877950884,147.22717515914223,46.18,2
2017-06-16,2017-06-30,2017-06_Q2,-19.689669877950884,147.22717515914223,72.92,3
2017-07-01,2017-07-15,2017-07_Q1,-19.689669877950884,147.22717515914223,40.97,3
2017-07-16,2017-07-31,2017-07_Q2,-19.689669877950884,147.22717515914223,46.0,2
2017-08-01,2017-08-15,2017-08_Q1,-19.689669877950884,147.22717515914223,13.76,3
2017-08-16,2017-08-31,2017-08_Q2,-19.689669877950884,147.22717515914223,6.11,2
2017-09-01,2017-09-15,2017-09_Q1,-19.689669877950884,147.22717515914223,34.71,3
2017-09-16,2017-09-30,2017-09_Q2,-19.689669877950884,147.22717515914223,60.08,2
2017-10-01,2017-10-15,2017-10_Q1,-19.689669877950884,147.22717515914223,40.29,3
2017-10-16,2017-10-31,2017-10_Q2,-19.689669877950884,147.22717515914223,20.26,3
2017-11-01,2017-11-15,2017-11_Q1,-19.689669877950884,147.22717515914223,50.07,2
2017-11-16,2017-11-30,2017-11_Q2,-19.689669877950884,147.22717515914223,56.31,2
2017-12-01,2017-12-15,2017-12_Q1,-19.689669877950884,147.22717515914223,52.78,3
2017-12-16,2017-12-31,2017-12_Q2,-19.689669877950884,147.22717515914223,19.46,3
2018-01-01,2018-01-15,2018-01_Q1,-19.689669877950884,147.22717515914223,24.5,2
2018-01-16,2018-01-31,2018-01_Q2,-19.689669877950884,147.22717515914223,44.34,3
2018-02-01,2018-02-15,2018-02_Q1,-19.689669877950884,147.22717515914223,81.1,2
2018-02-16,2018-02-28,2018-02_Q2,-19.689669877950884,147.22717515914223,57.14,3
2018-03-01,2018-03-15,2018-03_Q1,-19.689669877950884,147.22717515914223,77.13,2
2018-03-16,2018-03-31,2018-03_Q2,-19.689669877950884,147.22717515914223,71.08,2
2018-04-01,2018-04-15,2018-04_Q1,-19.689669877950884,147.22717515914223,38.39,2
2018-04-16,2018-04-30,2018-04_Q2,-19.689669877950884,147.22717515914223,60.76,3
2018-05-01,2018-05-15,2018-05_Q1,-19.689669877950884,147.22717515914223,6.72,2
2018-05-16,2018-05-31,2018-05_Q2,-19.689669877950884,147.22717515914223,55.28,3
2018-06-01,2018-06-15,2018-06_Q1,-19.689669877950884,147.22717515914223,33.75,2
2018-06-16,2018-06-30,2018-06_Q2,-19.689669877950884,147.22717515914223,30.57,3
2018-07-01,2018-07-15,2018-07_Q1,-19.689669877950884,147.22717515914223,49.34,2
2018-07-16,2018-07-31,2018-07_Q2,-19.689669877950884,147.22717515914223,20.0,3
2018-08-01,2018-08-15,2018-08_Q1,-19.689669877950884,147.22717515914223,10.86,3
2018-08-16,2018-08-31,2018-08_Q2,-19.689669877950884,147.22717515914223,2.18,2
2018-09-01,2018-09-15,2018-09_Q1,-19.689669877950884,147.22717515914223,21.94,3
2018-09-16,2018-09-30,2018-09_Q2,-19.689669877950884,147.22717515914223,49.12,2
2018-10-01,2018-10-15,2018-10_Q1,-19.689669877950884,147.22717515914223,30.68,3
2018-10-16,2018-10-31,2018-10_Q2,-19.689669877950884,147.22717515914223,25.54,2
2018-11-01,2018-11-15,2018-11_Q1,-19.689669877950884,147.22717515914223,0.0,3
2018-11-16,2018-11-30,2018-11_Q2,-19.689669877950884,147.22717515914223,30.06,2
2018-12-01,2018-12-15,2018-12_Q1,-19.689669877950884,147.22717515914223,69.56,3
2018-12-16,2018-12-31,2018-12_Q2,-19.689669877950884,147.22717515914223,40.81,2
2019-01-01,2019-01-15,2019-01_Q1,-19.689669877950884,147.22717515914223,71.84,3
2019-01-16,2019-01-31,2019-01_Q2,-19.689669877950884,147.22717515914223,68.81,3
2019-02-01,2019-02-15,2019-02_Q1,-19.689669877950884,147.22717515914223,99.24,3
2019-02-16,2019-02-28,2019-02_Q2,-19.689669877950884,147.22717515914223,79.2,2
2019-03-01,2019-03-15,2019-03_Q1,-19.689669877950884,147.22717515914223,57.1,3
2019-03-16,2019-03-31,2019-03_Q2,-19.689669877950884,147.22717515914223,95.29,3
2019-04-01,2019-04-15,2019-04_Q1,-19.689669877950884,147.22717515914223,38.66,2
2019-04-16,2019-04-30,2019-04_Q2,-19.689669877950884,147.22717515914223,60.77,2
2019-05-01,2019-05-15,2019-05_Q1,-19.689669877950884,147.22717515914223,14.53,3
2019-05-16,2019-05-31,2019-05_Q2,-19.689669877950884,147.22717515914223,37.6,3
2019-06-01,2019-06-15,2019-06_Q1,-19.689669877950884,147.22717515914223,50.41,2
2019-06-16,2019-06-30,2019-06_Q2,-19.689669877950884,147.22717515914223,22.16,3
2019-07-01,2019-07-15,2019-07_Q1,-19.689669877950884,147.22717515914223,44.73,2
2019-07-16,2019-07-31,2019-07_Q2,-19.689669877950884,147.22717515914223,29.04,3
2019-08-01,2019-08-15,2019-08_Q1,-19.689669877950884,147.22717515914223,23.04,2
2019-08-16,2019-08-31,2019-08_Q2,-19.689669877950884,147.22717515914223,19.84,2
2019-09-01,2019-09-15,2019-09_Q1,-19.689669877950884,147.22717515914223,48.63,3
2019-09-16,2019-09-30,2019-09_Q2,-19.689669877950884,147.22717515914223,21.71,2
2019-10-01,2019-10-15,2019-10_Q1,-19.689669877950884,147.22717515914223,25.35,2
2019-10-16,2019-10-31,2019-10_Q2,-19.689669877950884,147.22717515914223,25.43,2
2019-11-01,2019-11-15,2019-11_Q1,-19.689669877950884,147.22717515914223,68.5,3
2019-11-16,2019-11-30,2019-11_Q2,-19.689669877950884,147.22717515914223,36.82,2
2019-12-01,2019-12-15,2019-12_Q1,-19.689669877950884,147.22717515914223,25.22,3
2019-12-16,2019-12-31,2019-12_Q2,-19.689669877950884,147.22717515914223,7.75,1
2020-01-01,2020-01-15,2020-01_Q1,-19.689669877950884,147.22717515914223,27.48,3
2020-01-16,2020-01-31,2020-01_Q2,-19.689669877950884,147.22717515914223,56.39,2
2020-02-01,2020-02-15,2020-02_Q1,-19.689669877950884,147.22717515914223,45.44,3
2020-02-16,2020-02-29,2020-02_Q2,-19.689669877950884,147.22717515914223,56.99,2
2020-03-01,2020-03-15,2020-03_Q1,-19.689669877950884,147.22717515914223,67.61,3
2020-03-16,2020-03-31,2020-03_Q2,-19.689669877950884,147.22717515914223,78.98,2
2020-04-01,2020-04-15,2020-04_Q1,-19.689669877950884,147.22717515914223,40.49,3
2020-04-16,2020-04-30,2020-04_Q2,-19.689669877950884,147.22717515914223,61.26,3
2020-05-01,2020-05-15,2020-05_Q1,-19.689669877950884,147.22717515914223,44.93,2
2020-05-16,2020-05-31,2020-05_Q2,-19.689669877950884,147.22717515914223,58.85,3
2020-06-01,2020-06-15,2020-06_Q1,-19.689669877950884,147.22717515914223,25.43,2
2020-06-16,2020-06-30,2020-06_Q2,-19.689669877950884,147.22717515914223,67.15,3
2020-07-01,2020-07-15,2020-07_Q1,-19.689669877950884,147.22717515914223,44.86,2
2020-07-16,2020-07-31,2020-07_Q2,-19.689669877950884,147.22717515914223,80.71,3
2020-08-01,2020-08-15,2020-08_Q1,-19.689669877950884,147.22717515914223,55.34,2
2020-08-16,2020-08-31,2020-08_Q2,-19.689669877950884,147.22717515914223,56.49,3
2020-09-01,2020-09-15,2020-09_Q1,-19.689669877950884,147.22717515914223,63.45,2
2020-09-16,2020-09-30,2020-09_Q2,-19.689669877950884,147.22717515914223,62.33,3
2020-10-01,2020-10-15,2020-10_Q1,-19.689669877950884,147.22717515914223,24.62,3
2020-10-16,2020-10-31,2020-10_Q2,-19.689669877950884,147.22717515914223,36.59,2
2020-11-01,2020-11-15,2020-11_Q1,-19.689669877950884,147.22717515914223,34.58,3
2020-11-16,2020-11-30,2020-11_Q2,-19.689669877950884,147.22717515914223,11.08,2
2020-12-01,2020-12-15,2020-12_Q1,-19.689669877950884,147.22717515914223,38.73,3
2020-12-16,2020-12-31,2020-12_Q2,-19.689669877950884,147.22717515914223,53.45,2
2021-01-01,2021-01-15,2021-01_Q1,-19.689669877950884,147.22717515914223,77.64,3
2021-01-16,2021-01-31,2021-01_Q2,-19.689669877950884,147.22717515914223,65.71,3
2021-02-01,2021-02-15,2021-02_Q1,-19.689669877950884,147.22717515914223,69.26,2
2021-02-16,2021-02-28,2021-02_Q2,-19.689669877950884,147.22717515914223,74.08,2
2021-03-01,2021-03-15,2021-03_Q1,-19.689669877950884,147.22717515914223,64.68,3
2021-03-16,2021-03-31,2021-03_Q2,-19.689669877950884,147.22717515914223,36.4,2
2021-04-01,2021-04-15,2021-04_Q1,-19.689669877950884,147.22717515914223,31.53,3
2021-04-16,2021-04-30,2021-04_Q2,-19.689669877950884,147.22717515914223,58.58,2
2021-05-01,2021-05-15,2021-05_Q1,-19.689669877950884,147.22717515914223,47.13,3
2021-05-16,2021-05-31,2021-05_Q2,-19.689669877950884,147.22717515914223,61.37,3
2021-06-01,2021-06-15,2021-06_Q1,-19.689669877950884,147.22717515914223,51.92,2
2021-06-16,2021-06-30,2021-06_Q2,-19.689669877950884,147.22717515914223,31.81,2
2021-07-01,2021-07-15,2021-07_Q1,-19.689669877950884,147.22717515914223,12.03,3
2021-07-16,2021-07-31,2021-07_Q2,-19.689669877950884,147.22717515914223,36.06,3
2021-08-01,2021-08-15,2021-08_Q1,-19.689669877950884,147.22717515914223,40.3,2
2021-08-16,2021-08-31,2021-08_Q2,-19.689669877950884,147.22717515914223,39.81,3
2021-09-01,2021-09-15,2021-09_Q1,-19.689669877950884,147.22717515914223,67.93,2
2021-09-16,2021-09-30,2021-09_Q2,-19.689669877950884,147.22717515914223,53.72,3
2021-10-01,2021-10-15,2021-10_Q1,-19.689669877950884,147.22717515914223,31.69,2
2021-10-16,2021-10-31,2021-10_Q2,-19.689669877950884,147.22717515914223,26.7,3
2021-11-01,2021-11-15,2021-11_Q1,-19.689669877950884,147.22717515914223,36.15,2
2021-11-16,2021-11-30,2021-11_Q2,-19.689669877950884,147.22717515914223,28.81,2
2021-12-01,2021-12-15,2021-12_Q1,-19.689669877950884,147.22717515914223,15.04,2
2021-12-16,2021-12-31,2021-12_Q2,-19.689669877950884,147.22717515914223,6.88,3
2022-01-01,2022-01-15,2022-01_Q1,-19.689669877950884,147.22717515914223,30.52,3
2022-01-16,2022-01-31,2022-01_Q2,-19.689669877950884,147.22717515914223,61.53,2
2022-02-01,2022-02-15,2022-02_Q1,-19.689669877950884,147.22717515914223,34.03,3
2022-02-16,2022-02-28,2022-02_Q2,-19.689669877950884,147.22717515914223,52.96,2
2022-03-01,2022-03-15,2022-03_Q1,-19.689669877950884,147.22717515914223,39.98,3
2022-03-16,2022-03-31,2022-03_Q2,-19.689669877950884,147.22717515914223,41.11,2
2022-04-01,2022-04-15,2022-04_Q1,-19.689669877950884,147.22717515914223,6.27,3
2022-04-16,2022-04-30,2022-04_Q2,-19.689669877950884,147.22717515914223,21.36,2
2022-05-01,2022-05-15,2022-05_Q1,-19.689669877950884,147.22717515914223,83.34,3
2022-05-16,2022-05-31,2022-05_Q2,-19.689669877950884,147.22717515914223,78.77,2
2022-06-01,2022-06-15,2022-06_Q1,-19.689669877950884,147.22717515914223,62.78,3
2022-06-16,2022-06-30,2022-06_Q2,-19.689669877950884,147.22717515914223,23.58,2
2022-07-01,2022-07-15,2022-07_Q1,-19.689669877950884,147.22717515914223,48.69,3
2022-07-16,2022-07-31,2022-07_Q2,-19.689669877950884,147.22717515914223,28.97,2
2022-08-01,2022-08-15,2022-08_Q1,-19.689669877950884,147.22717515914223,14.87,3
2022-08-16,2022-08-31,2022-08_Q2,-19.689669877950884,147.22717515914223,21.67,3
2022-09-01,2022-09-15,2022-09_Q1,-19.689669877950884,147.22717515914223,1.75,2
2022-09-16,2022-09-30,2022-09_Q2,-19.689669877950884,147.22717515914223,59.77,3
2022-10-01,2022-10-15,2022-10_Q1,-19.689669877950884,147.22717515914223,17.17,2
2022-10-16,2022-10-31,2022-10_Q2,-19.689669877950884,147.22717515914223,78.47,3
2022-11-01,2022-11-15,2022-11_Q1,-19.689669877950884,147.22717515914223,57.96,2
2022-11-16,2022-11-30,2022-11_Q2,-19.689669877950884,147.22717515914223,52.79,3
2022-12-01,2022-12-15,2022-12_Q1,-19.689669877950884,147.22717515914223,68.67,2
2022-12-16,2022-12-31,2022-12_Q2,-19.689669877950884,147.22717515914223,71.13,3
2023-01-01,2023-01-15,2023-01_Q1,-19.689669877950884,147.22717515914223,62.28,2
2023-01-16,2023-01-31,2023-01_Q2,-19.689669877950884,147.22717515914223,79.61,3
2023-02-01,2023-02-15,2023-02_Q1,-19.689669877950884,147.22717515914223,95.75,3
2023-02-16,2023-02-28,2023-02_Q2,-19.689669877950884,147.22717515914223,73.87,2
2023-03-01,2023-03-15,2023-03_Q1,-19.689669877950884,147.22717515914223,100.0,2
2023-03-16,2023-03-31,2023-03_Q2,-19.689669877950884,147.22717515914223,72.67,3
2023-04-01,2023-04-15,2023-04_Q1,-19.689669877950884,147.22717515914223,48.89,3
2023-04-16,2023-04-30,2023-04_Q2,-19.689669877950884,147.22717515914223,96.34,2
2023-05-01,2023-05-15,2023-05_Q1,-19.689669877950884,147.22717515914223,37.41,2
2023-05-16,2023-05-31,2023-05_Q2,-19.689669877950884,147.22717515914223,51.68,3
2023-06-01,2023-06-15,2023-06_Q1,-19.689669877950884,147.22717515914223,58.81,3
2023-06-16,2023-06-30,2023-06_Q2,-19.689669877950884,147.22717515914223,44.21,2
2023-07-01,2023-07-15,2023-07_Q1,-19.689669877950884,147.22717515914223,74.3,3
2023-07-16,2023-07-31,2023-07_Q2,-19.689669877950884,147.22717515914223,31.98,2
2023-08-01,2023-08-15,2023-08_Q1,-19.689669877950884,147.22717515914223,46.59,3
2023-08-16,2023-08-31,2023-08_Q2,-19.689669877950884,147.22717515914223,30.04,1
2023-09-01,2023-09-15,2023-09_Q1,-19.689669877950884,147.22717515914223,38.75,3
2023-09-16,2023-09-30,2023-09_Q2,-19.689669877950884,147.22717515914223,44.03,3
2023-10-01,2023-10-15,2023-10_Q1,-19.689669877950884,147.22717515914223,40.03,2
2023-10-16,2023-10-31,2023-10_Q2,-19.689669877950884,147.22717515914223,35.81,3
2023-11-01,2023-11-15,2023-11_Q1,-19.689669877950884,147.22717515914223,60.09,2
2023-11-16,2023-11-30,2023-11_Q2,-19.689669877950884,147.22717515914223,30.32,2
2023-12-01,2023-12-15,2023-12_Q1,-19.689669877950884,147.22717515914223,87.85,2
2023-12-16,2023-12-31,2023-12_Q2,-19.689669877950884,147.22717515914223,65.34,3
2024-01-01,2024-01-15,2024-01_Q1,-19.689669877950884,147.22717515914223,88.89,2
2024-01-16,2024-01-31,2024-01_Q2,-19.689669877950884,147.22717515914223,64.29,3
2024-02-01,2024-02-15,2024-02_Q1,-19.689669877950884,147.22717515914223,90.17,2
2024-02-16,2024-02-29,2024-02_Q2,-19.689669877950884,147.22717515914223,87.92,3
2024-03-01,2024-03-15,2024-03_Q1,-19.689669877950884,147.22717515914223,100.0,1
2024-03-16,2024-03-31,2024-03_Q2,-19.689669877950884,147.22717515914223,80.36,3
2024-04-01,2024-04-15,2024-04_Q1,-19.689669877950884,147.22717515914223,53.8,1
2024-04-16,2024-04-30,2024-04_Q2,-19.689669877950884,147.22717515914223,62.35,3
2024-05-01,2024-05-15,2024-05_Q1,-19.689669877950884,147.22717515914223,74.47,3
2024-05-16,2024-05-31,2024-05_Q2,-19.689669877950884,147.22717515914223,46.42,2
2024-06-01,2024-06-15,2024-06_Q1,-19.689669877950884,147.22717515914223,55.3,3
2024-06-16,2024-06-30,2024-06_Q2,-19.689669877950884,147.22717515914223,38.81,1
2024-07-01,2024-07-15,2024-07_Q1,-19.689669877950884,147.22717515914223,51.24,3
2024-07-16,2024-07-31,2024-07_Q2,-19.689669877950884,147.22717515914223,34.87,2
2024-08-01,2024-08-15,2024-08_Q1,-19.689669877950884,147.22717515914223,79.75,3
2024-08-16,2024-08-31,2024-08_Q2,-19.689669877950884,147.22717515914223,66.03,3
2024-09-01,2024-09-15,2024-09_Q1,-19.689669877950884,147.22717515914223,64.3,2
2024-09-16,2024-09-30,2024-09_Q2,-19.689669877950884,147.22717515914223,60.73,2
2024-10-01,2024-10-15,2024-10_Q1,-19.689669877950884,147.22717515914223,37.49,2
2024-10-16,2024-10-31,2024-10_Q2,-19.689669877950884,147.22717515914223,45.64,3
2024-11-01,2024-11-15,2024-11_Q1,-19.689669877950884,147.22717515914223,24.0,2
2024-11-16,2024-11-30,2024-11_Q2,-19.689669877950884,147.22717515914223,79.03,2
2024-12-01,2024-12-15,2024-12_Q1,-19.689669877950884,147.22717515914223,88.74,2
2024-12-16,2024-12-31,2024-12_Q2,-19.689669877950884,147.22717515914223,84.68,3
2025-01-01,2025-01-15,2025-01_Q1,-19.689669877950884,147.22717515914223,48.0,1
2025-01-16,2025-01-31,2025-01_Q2,-19.689669877950884,147.22717515914223,76.92,2
2025-02-01,2025-02-15,2025-02_Q1,-19.689669877950884,147.22717515914223,71.08,3
2025-02-16,2025-02-28,2025-02_Q2,-19.689669877950884,147.22717515914223,60.48,2
2025-03-01,2025-03-15,2025-03_Q1,-19.689669877950884,147.22717515914223,64.29,2
2025-03-16,2025-03-31,2025-03_Q2,-19.689669877950884,147.22717515914223,94.53,3
2025-04-01,2025-04-15,2025-04_Q1,-19.689669877950884,147.22717515914223,36.01,2
2025-04-16,2025-04-30,2025-04_Q2,-19.689669877950884,147.22717515914223,74.52,3
2025-05-01,2025-05-15,2025-05_Q1,-19.689669877950884,147.22717515914223,37.21,2
2025-05-16,2025-05-31,2025-05_Q2,-19.689669877950884,147.22717515914223,67.6,3
2025-06-01,2025-06-15,2025-06_Q1,-19.689669877950884,147.22717515914223,43.87,3
2025-06-16,2025-06-30,2025-06_Q2,-19.689669877950884,147.22717515914223,32.23,2
2025-07-01,2025-07-15,2025-07_Q1,-19.689669877950884,147.22717515914223,48.99,2
2025-07-16,2025-07-31,2025-07_Q2,-19.689669877950884,147.22717515914223,60.06,3
2025-08-01,2025-08-15,2025-08_Q1,-19.689669877950884,147.22717515914223,50.89,3
2025-08-16,2025-08-31,2025-08_Q2,-19.689669877950884,147.22717515914223,50.26,2
2025-09-01,2025-09-15,2025-09_Q1,-19.689669877950884,147.22717515914223,36.4,3
2025-09-16,2025-09-30,2025-09_Q2,-19.689669877950884,147.22717515914223,26.17,2
2025-10-01,2025-10-15,2025-10_Q1,-19.689669877950884,147.22717515914223,31.77,3
2025-10-16,2025-10-31,2025-10_Q2,-19.689669877950884,147.22717515914223,6.32,2
2025-11-01,2025-11-15,2025-11_Q1,-19.689669877950884,147.22717515914223,39.5,2
2025-11-16,2025-11-30,2025-11_Q2,-19.689669877950884,147.22717515914223,55.24,3
2025-12-01,2025-12-15,2025-12_Q1,-19.689669877950884,147.22717515914223,48.38,2
2025-12-16,2025-12-31,2025-12_Q2,-19.689669877950884,147.22717515914223,59.04,3
2026-01-01,2026-01-15,2026-01_Q1,-19.689669877950884,147.22717515914223,100.0,1
2026-01-16,2026-01-31,2026-01_Q2,-19.689669877950884,147.22717515914223,68.21,3
2026-02-01,2026-02-15,2026-02_Q1,-19.689669877950884,147.22717515914223,100.0,1
2026-02-16,2026-02-28,2026-02_Q2,-19.689669877950884,147.22717515914223,49.79,2
2026-03-01,2026-03-15,2026-03_Q1,-19.689669877950884,147.22717515914223,100.0,2
2026-03-16,2026-03-31,2026-03_Q2,-19.689669877950884,147.22717515914223,85.23,3
2026-04-01,2026-04-15,2026-04_Q1,-19.689669877950884,147.22717515914223,62.25,2
2026-04-16,2026-04-30,2026-04_Q2,-19.689669877950884,147.22717515914223,39.35,1
2026-05-01,2026-05-15,2026-05_Q1,-19.689669877950884,147.22717515914223,69.77,2
2026-05-16,2026-05-31,2026-05_Q2,-19.689669877950884,147.22717515914223,92.14,1
2026-06-01,2026-06-15,2026-06_Q1,-19.689669877950884,147.22717515914223,41.49,2
2026-06-16,2026-06-30,2026-06_Q2,-19.689669877950884,147.22717515914223,39.35,4
2026-07-01,2026-07-15,2026-07_Q1,-19.689669877950884,147.22717515914223,49.91,2
2026-07-16,2026-07-31,2026-07_Q2,-19.689669877950884,147.22717515914223,8.41,3
