periodo_inicio,periodo_fin,label,lat,lon,et_total_mm
2019-09-16,2019-09-30,2019-09_Q2,-19.689669877950884,147.22717515914223,13.8
2019-10-01,2019-10-15,2019-10_Q1,-19.689669877950884,147.22717515914223,6.7
2019-10-16,2019-10-31,2019-10_Q2,-19.689669877950884,147.22717515914223,16.9
2019-11-01,2019-11-15,2019-11_Q1,-19.689669877950884,147.22717515914223,18.9
2019-11-16,2019-11-30,2019-11_Q2,-19.689669877950884,147.22717515914223,18.2
2019-12-01,2019-12-15,2019-12_Q1,-19.689669877950884,147.22717515914223,26.4
2019-12-16,2019-12-31,2019-12_Q2,-19.689669877950884,147.22717515914223,25.4
2020-01-01,2020-01-15,2020-01_Q1,-19.689669877950884,147.22717515914223,39.0
2020-01-16,2020-01-31,2020-01_Q2,-19.689669877950884,147.22717515914223,44.7
2020-02-01,2020-02-15,2020-02_Q1,-19.689669877950884,147.22717515914223,53.3
2020-02-16,2020-02-29,2020-02_Q2,-19.689669877950884,147.22717515914223,52.6
2020-03-01,2020-03-15,2020-03_Q1,-19.689669877950884,147.22717515914223,57.4
2020-03-16,2020-03-31,2020-03_Q2,-19.689669877950884,147.22717515914223,48.9
2020-04-01,2020-04-15,2020-04_Q1,-19.689669877950884,147.22717515914223,40.3
2020-04-16,2020-04-30,2020-04_Q2,-19.689669877950884,147.22717515914223,32.0
2020-05-01,2020-05-15,2020-05_Q1,-19.689669877950884,147.22717515914223,12.3
2020-05-16,2020-05-31,2020-05_Q2,-19.689669877950884,147.22717515914223,25.2
2020-06-01,2020-06-15,2020-06_Q1,-19.689669877950884,147.22717515914223,27.1
2020-06-16,2020-06-30,2020-06_Q2,-19.689669877950884,147.22717515914223,23.6
2020-07-01,2020-07-15,2020-07_Q1,-19.689669877950884,147.22717515914223,21.4
2020-07-16,2020-07-31,2020-07_Q2,-19.689669877950884,147.22717515914223,21.9
2020-08-01,2020-08-15,2020-08_Q1,-19.689669877950884,147.22717515914223,21.0
2020-08-16,2020-08-31,2020-08_Q2,-19.689669877950884,147.22717515914223,21.9
2020-09-01,2020-09-15,2020-09_Q1,-19.689669877950884,147.22717515914223,24.4
2020-09-16,2020-09-30,2020-09_Q2,-19.689669877950884,147.22717515914223,21.9
2020-10-01,2020-10-15,2020-10_Q1,-19.689669877950884,147.22717515914223,20.8
2020-10-16,2020-10-31,2020-10_Q2,-19.689669877950884,147.22717515914223,20.0
2020-11-01,2020-11-15,2020-11_Q1,-19.689669877950884,147.22717515914223,5.1
2020-11-16,2020-11-30,2020-11_Q2,-19.689669877950884,147.22717515914223,21.0
2020-12-01,2020-12-15,2020-12_Q1,-19.689669877950884,147.22717515914223,31.2
2020-12-16,2020-12-31,2020-12_Q2,-19.689669877950884,147.22717515914223,26.5
2021-01-01,2021-01-15,2021-01_Q1,-19.689669877950884,147.22717515914223,48.6
2021-01-16,2021-01-31,2021-01_Q2,-19.689669877950884,147.22717515914223,58.4
2021-02-01,2021-02-15,2021-02_Q1,-19.689669877950884,147.22717515914223,74.7
2021-02-16,2021-02-28,2021-02_Q2,-19.689669877950884,147.22717515914223,50.2
2021-03-01,2021-03-15,2021-03_Q1,-19.689669877950884,147.22717515914223,49.2
2021-03-16,2021-03-31,2021-03_Q2,-19.689669877950884,147.22717515914223,46.5
2021-04-01,2021-04-15,2021-04_Q1,-19.689669877950884,147.22717515914223,36.1
2021-04-16,2021-04-30,2021-04_Q2,-19.689669877950884,147.22717515914223,16.4
2021-05-01,2021-05-15,2021-05_Q1,-19.689669877950884,147.22717515914223,35.5
2021-05-16,2021-05-31,2021-05_Q2,-19.689669877950884,147.22717515914223,32.1
2021-06-01,2021-06-15,2021-06_Q1,-19.689669877950884,147.22717515914223,26.6
2021-06-16,2021-06-30,2021-06_Q2,-19.689669877950884,147.22717515914223,29.0
2021-07-01,2021-07-15,2021-07_Q1,-19.689669877950884,147.22717515914223,29.9
2021-07-16,2021-07-31,2021-07_Q2,-19.689669877950884,147.22717515914223,25.0
2021-08-01,2021-08-15,2021-08_Q1,-19.689669877950884,147.22717515914223,19.8
2021-08-16,2021-08-31,2021-08_Q2,-19.689669877950884,147.22717515914223,24.5
2021-09-01,2021-09-15,2021-09_Q1,-19.689669877950884,147.22717515914223,22.1
2021-09-16,2021-09-30,2021-09_Q2,-19.689669877950884,147.22717515914223,25.9
2021-10-01,2021-10-15,2021-10_Q1,-19.689669877950884,147.22717515914223,18.6
2021-10-16,2021-10-31,2021-10_Q2,-19.689669877950884,147.22717515914223,41.4
2021-11-01,2021-11-15,2021-11_Q1,-19.689669877950884,147.22717515914223,33.1
2021-11-16,2021-11-30,2021-11_Q2,-19.689669877950884,147.22717515914223,36.4
2021-12-01,2021-12-15,2021-12_Q1,-19.689669877950884,147.22717515914223,33.9
2021-12-16,2021-12-31,2021-12_Q2,-19.689669877950884,147.22717515914223,25.5
2022-01-01,2022-01-15,2022-01_Q1,-19.689669877950884,147.22717515914223,50.6
2022-01-16,2022-01-31,2022-01_Q2,-19.689669877950884,147.22717515914223,49.8
2022-02-01,2022-02-15,2022-02_Q1,-19.689669877950884,147.22717515914223,48.5
2022-02-16,2022-02-28,2022-02_Q2,-19.689669877950884,147.22717515914223,38.6
2022-03-01,2022-03-15,2022-03_Q1,-19.689669877950884,147.22717515914223,33.0
2022-03-16,2022-03-31,2022-03_Q2,-19.689669877950884,147.22717515914223,27.9
2022-04-01,2022-04-15,2022-04_Q1,-19.689669877950884,147.22717515914223,33.5
2022-04-16,2022-04-30,2022-04_Q2,-19.689669877950884,147.22717515914223,14.7
2022-05-01,2022-05-15,2022-05_Q1,-19.689669877950884,147.22717515914223,34.1
2022-05-16,2022-05-31,2022-05_Q2,-19.689669877950884,147.22717515914223,35.1
2022-06-01,2022-06-15,2022-06_Q1,-19.689669877950884,147.22717515914223,27.0
2022-06-16,2022-06-30,2022-06_Q2,-19.689669877950884,147.22717515914223,24.8
2022-07-01,2022-07-15,2022-07_Q1,-19.689669877950884,147.22717515914223,20.8
2022-07-16,2022-07-31,2022-07_Q2,-19.689669877950884,147.22717515914223,28.5
2022-08-01,2022-08-15,2022-08_Q1,-19.689669877950884,147.22717515914223,20.8
2022-08-16,2022-08-31,2022-08_Q2,-19.689669877950884,147.22717515914223,26.5
2022-09-01,2022-09-15,2022-09_Q1,-19.689669877950884,147.22717515914223,21.8
2022-09-16,2022-09-30,2022-09_Q2,-19.689669877950884,147.22717515914223,16.3
2022-10-01,2022-10-15,2022-10_Q1,-19.689669877950884,147.22717515914223,11.2
2022-10-16,2022-10-31,2022-10_Q2,-19.689669877950884,147.22717515914223,29.6
2022-11-01,2022-11-15,2022-11_Q1,-19.689669877950884,147.22717515914223,22.8
2022-11-16,2022-11-30,2022-11_Q2,-19.689669877950884,147.22717515914223,34.5
2022-12-01,2022-12-15,2022-12_Q1,-19.689669877950884,147.22717515914223,46.2
2022-12-16,2022-12-31,2022-12_Q2,-19.689669877950884,147.22717515914223,40.0
2023-01-01,2023-01-15,2023-01_Q1,-19.689669877950884,147.22717515914223,48.9
2023-01-16,2023-01-31,2023-01_Q2,-19.689669877950884,147.22717515914223,62.7
2023-02-01,2023-02-15,2023-02_Q1,-19.689669877950884,147.22717515914223,51.8
2023-02-16,2023-02-28,2023-02_Q2,-19.689669877950884,147.22717515914223,53.3
2023-03-01,2023-03-15,2023-03_Q1,-19.689669877950884,147.22717515914223,53.0
2023-03-16,2023-03-31,2023-03_Q2,-19.689669877950884,147.22717515914223,42.0
2023-04-01,2023-04-15,2023-04_Q1,-19.689669877950884,147.22717515914223,40.3
2023-04-16,2023-04-30,2023-04_Q2,-19.689669877950884,147.22717515914223,17.4
2023-05-01,2023-05-15,2023-05_Q1,-19.689669877950884,147.22717515914223,28.6
2023-05-16,2023-05-31,2023-05_Q2,-19.689669877950884,147.22717515914223,22.6
2023-06-01,2023-06-15,2023-06_Q1,-19.689669877950884,147.22717515914223,25.6
2023-06-16,2023-06-30,2023-06_Q2,-19.689669877950884,147.22717515914223,22.5
2023-07-01,2023-07-15,2023-07_Q1,-19.689669877950884,147.22717515914223,20.8
2023-07-16,2023-07-31,2023-07_Q2,-19.689669877950884,147.22717515914223,24.1
2023-08-01,2023-08-15,2023-08_Q1,-19.689669877950884,147.22717515914223,23.1
2023-08-16,2023-08-31,2023-08_Q2,-19.689669877950884,147.22717515914223,22.2
2023-09-01,2023-09-15,2023-09_Q1,-19.689669877950884,147.22717515914223,18.1
2023-09-16,2023-09-30,2023-09_Q2,-19.689669877950884,147.22717515914223,12.4
2023-10-01,2023-10-15,2023-10_Q1,-19.689669877950884,147.22717515914223,5.0
2023-10-16,2023-10-31,2023-10_Q2,-19.689669877950884,147.22717515914223,18.9
2023-11-01,2023-11-15,2023-11_Q1,-19.689669877950884,147.22717515914223,29.6
2023-11-16,2023-11-30,2023-11_Q2,-19.689669877950884,147.22717515914223,34.6
2023-12-01,2023-12-15,2023-12_Q1,-19.689669877950884,147.22717515914223,44.3
2023-12-16,2023-12-31,2023-12_Q2,-19.689669877950884,147.22717515914223,44.4
2024-01-01,2024-01-15,2024-01_Q1,-19.689669877950884,147.22717515914223,62.7
2024-01-16,2024-01-31,2024-01_Q2,-19.689669877950884,147.22717515914223,55.4
2024-02-01,2024-02-15,2024-02_Q1,-19.689669877950884,147.22717515914223,57.9
2024-02-16,2024-02-29,2024-02_Q2,-19.689669877950884,147.22717515914223,54.8
2024-03-01,2024-03-15,2024-03_Q1,-19.689669877950884,147.22717515914223,54.3
2024-03-16,2024-03-31,2024-03_Q2,-19.689669877950884,147.22717515914223,48.0
2024-04-01,2024-04-15,2024-04_Q1,-19.689669877950884,147.22717515914223,41.6
2024-04-16,2024-04-30,2024-04_Q2,-19.689669877950884,147.22717515914223,40.9
2024-05-01,2024-05-15,2024-05_Q1,-19.689669877950884,147.22717515914223,18.6
2024-05-16,2024-05-31,2024-05_Q2,-19.689669877950884,147.22717515914223,33.0
2024-06-01,2024-06-15,2024-06_Q1,-19.689669877950884,147.22717515914223,27.5
2024-06-16,2024-06-30,2024-06_Q2,-19.689669877950884,147.22717515914223,25.9
2024-07-01,2024-07-15,2024-07_Q1,-19.689669877950884,147.22717515914223,22.2
2024-07-16,2024-07-31,2024-07_Q2,-19.689669877950884,147.22717515914223,19.5
2024-08-01,2024-08-15,2024-08_Q1,-19.689669877950884,147.22717515914223,23.0
2024-08-16,2024-08-31,2024-08_Q2,-19.689669877950884,147.22717515914223,26.6
2024-09-01,2024-09-15,2024-09_Q1,-19.689669877950884,147.22717515914223,25.2
2024-09-16,2024-09-30,2024-09_Q2,-19.689669877950884,147.22717515914223,22.3
2024-10-01,2024-10-15,2024-10_Q1,-19.689669877950884,147.22717515914223,16.2
2024-10-16,2024-10-31,2024-10_Q2,-19.689669877950884,147.22717515914223,14.0
2024-11-01,2024-11-15,2024-11_Q1,-19.689669877950884,147.22717515914223,10.6
2024-11-16,2024-11-30,2024-11_Q2,-19.689669877950884,147.22717515914223,34.3
2024-12-01,2024-12-15,2024-12_Q1,-19.689669877950884,147.22717515914223,37.8
2024-12-16,2024-12-31,2024-12_Q2,-19.689669877950884,147.22717515914223,38.2
2025-01-01,2025-01-15,2025-01_Q1,-19.689669877950884,147.22717515914223,48.6
2025-01-16,2025-01-31,2025-01_Q2,-19.689669877950884,147.22717515914223,47.0
2025-02-01,2025-02-15,2025-02_Q1,-19.689669877950884,147.22717515914223,51.9
2025-02-16,2025-02-28,2025-02_Q2,-19.689669877950884,147.22717515914223,61.9
2025-03-01,2025-03-15,2025-03_Q1,-19.689669877950884,147.22717515914223,45.1
2025-03-16,2025-03-31,2025-03_Q2,-19.689669877950884,147.22717515914223,43.8
2025-04-01,2025-04-15,2025-04_Q1,-19.689669877950884,147.22717515914223,49.2
2025-04-16,2025-04-30,2025-04_Q2,-19.689669877950884,147.22717515914223,18.4
2025-05-01,2025-05-15,2025-05_Q1,-19.689669877950884,147.22717515914223,37.0
2025-05-16,2025-05-31,2025-05_Q2,-19.689669877950884,147.22717515914223,31.7
2025-06-01,2025-06-15,2025-06_Q1,-19.689669877950884,147.22717515914223,22.3
2025-06-16,2025-06-30,2025-06_Q2,-19.689669877950884,147.22717515914223,24.0
2025-07-01,2025-07-15,2025-07_Q1,-19.689669877950884,147.22717515914223,26.3
2025-07-16,2025-07-31,2025-07_Q2,-19.689669877950884,147.22717515914223,26.5
2025-08-01,2025-08-15,2025-08_Q1,-19.689669877950884,147.22717515914223,23.5
2025-08-16,2025-08-31,2025-08_Q2,-19.689669877950884,147.22717515914223,17.4
2025-09-01,2025-09-15,2025-09_Q1,-19.689669877950884,147.22717515914223,19.1
2025-09-16,2025-09-30,2025-09_Q2,-19.689669877950884,147.22717515914223,14.1
2025-10-01,2025-10-15,2025-10_Q1,-19.689669877950884,147.22717515914223,12.8
2025-10-16,2025-10-31,2025-10_Q2,-19.689669877950884,147.22717515914223,26.1
2025-11-01,2025-11-15,2025-11_Q1,-19.689669877950884,147.22717515914223,25.2
2025-11-16,2025-11-30,2025-11_Q2,-19.689669877950884,147.22717515914223,22.6
2025-12-01,2025-12-15,2025-12_Q1,-19.689669877950884,147.22717515914223,36.8
2025-12-16,2025-12-31,2025-12_Q2,-19.689669877950884,147.22717515914223,32.6
2026-01-01,2026-01-15,2026-01_Q1,-19.689669877950884,147.22717515914223,
2026-01-16,2026-01-31,2026-01_Q2,-19.689669877950884,147.22717515914223,
2026-02-01,2026-02-15,2026-02_Q1,-19.689669877950884,147.22717515914223,
2026-02-16,2026-02-28,2026-02_Q2,-19.689669877950884,147.22717515914223,
2026-03-01,2026-03-15,2026-03_Q1,-19.689669877950884,147.22717515914223,
2026-03-16,2026-03-31,2026-03_Q2,-19.689669877950884,147.22717515914223,
2026-04-01,2026-04-15,2026-04_Q1,-19.689669877950884,147.22717515914223,
2026-04-16,2026-04-30,2026-04_Q2,-19.689669877950884,147.22717515914223,
2026-05-01,2026-05-15,2026-05_Q1,-19.689669877950884,147.22717515914223,
2026-05-16,2026-05-31,2026-05_Q2,-19.689669877950884,147.22717515914223,
2026-06-01,2026-06-15,2026-06_Q1,-19.689669877950884,147.22717515914223,
2026-06-16,2026-06-30,2026-06_Q2,-19.689669877950884,147.22717515914223,
2026-07-01,2026-07-15,2026-07_Q1,-19.689669877950884,147.22717515914223,
2026-07-16,2026-07-31,2026-07_Q2,-19.689669877950884,147.22717515914223,
